id,user_id,document_name,description,pdf_name,pdf_path,status,latitude,longitude,created_at,updated_at,color_id,color_status,is_fake,state,county,attachment_permission
693,1443,Polling Location Issues,"watching videos for election judges in washington county, mn. it talks about poll pads and the network they operate on. it is called MiFi and it is preprogrammed with a cellular network. this seems like a huge risk to me. here is the link to the election judge training videos:   electionclassroom.com/Minnesota/TrainingUnitPage.aspx?ttid=112",3C5F30EDF79E45CDA5852B3E709F1771.png,/pdf/3C5F30EDF79E45CDA5852B3E709F1771.png,1,44.8471636,-92.9269983,11/7/2022 17:09,8/29/2023 19:30,3,1,0,Minnesota,Washington,1
694,7904,Mail in Ballot Issues,I checked the Arizona.gov website and it says that I was sent an early ballot back in October. I never requested a ballot and also never received one. I plan on voting in person on election day and wonder where this ballot is that I never requested for me was sent to?,Mon Nov 07 10_26_50 MST 2022.jpg,/pdf/Mon Nov 07 10_26_50 MST 2022.jpg,1,33.5757703,-112.4504235,11/7/2022 17:27,8/29/2023 19:17,3,1,0,Arizona,Maricopa,1
695,3948,Mail in Ballot Issues,fir the last 4 yrs I have been receiving a mail in ballot for a person that has never lived at my address.  I have reported it many times but nothing gets resolved.,JPEG_20221107_101050_3140379808999219265.jpg,/pdf/JPEG_20221107_101050_3140379808999219265.jpg,1,33.8156915,-118.2702799,11/7/2022 18:12,8/29/2023 19:16,4,1,0,California,Los Angeles,1
696,8304,Misc.Red Flags,King county elections center—(1) tabulating machine appears to be having problems- someone trying to fix/ repair for a couple hours. Have no idea if a red flag or not but wanted to record concern.,EE93A3FB580B4AA285CD073A3E5586B4.png,/pdf/EE93A3FB580B4AA285CD073A3E5586B4.png,1,47.4680476,-122.2299799,11/7/2022 19:34,8/29/2023 19:16,5,1,0,Washington,King,1
698,8593,Polling Location Issues,No camera(s) on ballot box,B2A995563E9849379CDCA72EF75C9E92..mp4,/pdf/B2A995563E9849379CDCA72EF75C9E92..mp4,1,39.0660054,-108.5714551,11/7/2022 19:48,8/29/2023 19:12,4,1,0,Colorado,Mesa,1
699,8593,Polling Location Issues,"Available Wifi that showed up on my phone out in the parking lot, the hallway of the polling room & inside while I was voting",3D1791C8ACD44CF5A93A8AC1A7367A4E.png,/pdf/3D1791C8ACD44CF5A93A8AC1A7367A4E.png,1,39.0660054,-108.5714551,11/7/2022 19:50,8/29/2023 19:12,3,1,0,Colorado,Mesa,1
702,8304,Misc.Red Flags,"King County Elections-Correction- scanning machine not tabulator, i believe.",32582C3A23474B59BF608E9A043A0111.,/pdf/32582C3A23474B59BF608E9A043A0111.,1,47.4680476,-122.2299799,11/7/2022 19:54,8/29/2023 19:12,3,1,0,Washington,King,1
703,8593,Polling Location Issues,"I’m not sure if this is an issue, but the volunteers were having a hard time getting the paper ballots (voting in person) to print.  I noticed a laptop sitting right next to the printer with the logo of the software on the screen.  If you need it, please let me know",FBAC29BF3E524586A2EA8642CDE3600A.,/pdf/FBAC29BF3E524586A2EA8642CDE3600A.,1,39.0660054,-108.5714551,11/7/2022 19:55,8/29/2023 19:12,3,1,0,Colorado,Mesa,1
707,3283,Polling Location Issues,Multiple people are getting right on top of the ballot box in Phoenix at the outdoor Phoenix location and filming even while people are coming in and voting and dropping off their ballots,1BC8F1A77B5F467BB1A0F80D3CFA1749..mp4,/pdf/1BC8F1A77B5F467BB1A0F80D3CFA1749..mp4,1,33.4465127,-112.0771592,11/7/2022 20:46,8/29/2023 19:07,4,1,0,Arizona,Maricopa,1
708,8256,Polling Location Issues,"Dem poll worker James Zheng EJECTED by Indiana election office for PRE-SELECTING 'STRAIGHT DEM TICKET' on voting machine, calling R's 'racist",pdf,/pdf/pdf,1,39.7531561406431,-86.0874764621258,11/7/2022 21:02,8/29/2023 19:07,3,1,0,Texas,Galveston,1
709,8599,Mail in Ballot Issues,"My city councilor Georgana Kuchinski has been working the polls in Creedmoor, NC in Granville County. Sh told me she is very concerned as several people were bringing in filled out  bc absentee ballots and asked where to drop them off; they went into the voting location and came out empty handed.  How can they be accepted as they must be mailed in NC I believe. THE BIG QUESTION: will Granville County be including these delivered absentee ballots?",80F8DB3A4647454F87F3AA14A3E86AE4.,/pdf/80F8DB3A4647454F87F3AA14A3E86AE4.,1,36.1423217036799,-78.7221844866872,11/7/2022 21:06,8/29/2023 19:07,4,1,0,North Carolina,Granville,1
710,8256,Misc. Red Flags,CO Man Busted For Tampering With Voting Machine – Allegedly Inserted USB Flash Drive into Voting Machine,pdf,/pdf/pdf,1,38.774710144869,-105.093445591629,11/7/2022 21:08,8/29/2023 19:06,2,1,0,Texas,Galveston,1
711,44,Voter Suppression Issues,Test,29CDB55F3CBA4BD2BFCEFFA27759672C.png,/pdf/29CDB55F3CBA4BD2BFCEFFA27759672C.png,1,33.4839719125696,-111.938904337585,11/7/2022 21:25,11/7/2022 21:25,NULL,0,0,Florida,Broward,1
712,8603,Mail in Ballot Issues,"A lady tried to help her mom fill out her ballot and noticed no proposals to vote for. She went to clerk and got another ballot with proposals. How many other people got ballots with no proposals? This happened in Marquette county, Marquette township. Is there anything we can do?",C0E5155766B94107A76FB709148E6ABD.png,/pdf/C0E5155766B94107A76FB709148E6ABD.png,1,46.644579,-87.5593823,11/7/2022 21:30,8/29/2023 19:06,3,1,0,Michigan,Alger,1
713,1393,Mail in Ballot Issues,Only write in choice automatically sending this ballot to adjudication. If you put nothing then it goes to adjudication as well,45E1797CC22049429A4DBCF2F699AF3F.png,/pdf/45E1797CC22049429A4DBCF2F699AF3F.png,1,39.8580556,-104.9564084,11/7/2022 21:51,8/29/2023 19:05,3,1,0,Colorado,Adams,1
714,8630,Vote Verification Issues,"early voting being allowed in Hornell NY since last week.  Not sure if it is supposed to be happening. No questions, no ID required.",pdf,/pdf/pdf,1,42.325538,-77.66044,11/7/2022 23:31,8/29/2023 19:05,3,1,0,New York,Steuben,1
715,5904,Help/Support,Nothing comes up on candidate awareness,9D6C46CF502E4D4EA747DC6FA235286D.,/pdf/9D6C46CF502E4D4EA747DC6FA235286D.,1,30.355872422337,-103.682071901858,11/8/2022 0:05,9/15/2023 10:07,NULL,0,1,Texas,Brewster,1
716,8759,Polling Location Issues,"Just finished early voting ( will not be in town on Tuesday). I surrendered my mail in ballets ( yes- I received 2 of them) and voted in person (yes, I am in Southern CA). I opened my Wi-Fi connections page and these are the open Wi-Fi connections! I blacked out the first one because it is the local school that I auto connect to. Do any of those available connections look suspicious? Thanks ( photo is not showing as attached, tried 3 times) in case picture doesn’t come through.  These are the open Wi-Fi at the voting spot.   CiscoAirProvision DYMOLWW11F37A DYMOLWW11F37E DYMOLWW11F5C2 DYMOLWW1301F4",04B4AB8B2DB74F4694FE6A64840BD832.png,/pdf/04B4AB8B2DB74F4694FE6A64840BD832.png,1,33.5662253863651,-117.168991304934,11/8/2022 0:21,8/29/2023 19:04,3,1,0,California,Riverside,1
717,8729,Misc.Red Flags,"I don’t know what the poll workers and 2 elderly people were actually doing on the computers. When I went to the polls to vote, I entered the room where I was to pick up my ballot and I saw that these 2 elderly people on 2 different computers and  1 poll worker was next to 1 of them giving him instructions.",1C7F7830A14D470EAA980A18C0007474.,/pdf/1C7F7830A14D470EAA980A18C0007474.,1,28.4812301,-81.3073184,11/8/2022 0:21,8/29/2023 19:04,2,1,0,Florida,Orange,1
718,358,Polling Location Issues,"I just saw lines of democrats in cars at drop boxes in lancaster california, and when I checked where the polling places were, there are fewer than half of the stations last election... the people dropping ballots were clearly democrats, and I guarantee it's coordinated",pdf,/pdf/pdf,1,34.6684047298288,-118.175080530345,11/8/2022 0:37,8/29/2023 19:02,3,1,0,California,Los Angeles,1
719,8782,Polling Location Issues,"I saw 40 drop box locations for Delaware County, Pa,  which to me seems huge!  Philadelphia County only had 21 drop box locations which you can see on website when you look for drop box locations for mail ballots. Goto Montco.pa.gov to access.  I previously sent this info to Mike Lindell's website a couple weeks ago but I just saw you on Lindelltv!!!  So great to have access to this if you are legitimate???? Gotta trust Mike vetted you!!!!    God sees all and will hold everyone accountable for all that is done for His Glory or for evil!",pdf,/pdf/pdf,1,39.9588126929103,-75.3046358004212,11/8/2022 0:46,8/29/2023 19:01,3,1,0,Pennsylvania,Montgomery,1
720,8907,Misc.Red Flags,"My father sent me this message two days ago:  This happened to me last night. I was called for a poll and two questions bothered me. 1. ""In the last election, many people were not allowed to vote, did you get to vote?"" I asked what do you mean many were not allowed to vote? She said, like illegal aliens. I said they are not allowed to vote by law! they are not citizens. Her comment was, ""but they live here"". I said I reject that statement. 2. ""Which candidate do you consider more extreme?"" I asked what do you mean by extreme? She said she could not answer that, she only reads the questions.",6176B0503AC14604AB299E064EFAFCF9.,/pdf/6176B0503AC14604AB299E064EFAFCF9.,1,40.7607793,-111.8910474,11/8/2022 0:49,8/29/2023 19:01,3,1,0,New Hampshire,Belknap,1
721,5082,Polling Location Issues,"I was the Dayspring United Methodist Church poll location in Tempe, Arizona today and very late in the day, sind 4:30pm, a postal worker stop by here to tell us that he will be bringing loads of ballots tomorrow right before 7:00p closing time at this poll location.   I spoke with the poll inspector here, Judith. She said in all her years working the polls, she has never heard of the USPS doing this in the past. One of our poll workers called a poll troubleshooter who happened to be at MCTEC and  confirmed: Postal workers are only allowed to deliver to the address that's on the outside of an envelope, PERIOD. They are not to deliver ballots to ANY poll location. They must deliver them to the address on the green envelope.   The inspector here has been informed.  I called the attorney hotline that we were given and I spoke with the person there twice and I let her know all the above. I asked her to make sure this gets escalated and that all poll locations are informed.  Why are postal workers planning to drop off loads of ballots at a poll location instead of taking them directly to MCTEC? WHERE are these ballots coming from? How do they know they will have ""loads of ballots"" to drop off tomorrow?  Arizona is RECEIPT state. Ballots must be RECEIVED from the Voter no later than 7p on election day. Postmarks are not allowed. Last day to mail in was Nov 1. WHERE is the post office getting ballots to drop off?",642BFC76F44347EB9643C9D6B9D5FE4C.,/pdf/642BFC76F44347EB9643C9D6B9D5FE4C.,1,33.3482604,-111.9159113,11/8/2022 1:09,8/29/2023 19:00,4,1,0,Arizona,Maricopa,1
722,1695,Misc.Red Flags,Drive up voting is still going at Johnson County Administration Building despite it was supposed to be closed at 5pm.,0F21462ED455414594DAB06A13625A48.png,/pdf/0F21462ED455414594DAB06A13625A48.png,1,41.6507554,-91.5342542,11/8/2022 1:18,8/29/2023 18:59,4,1,0,Iowa,Johnson,1
723,9012,Misc.Red Flags,Received a text offering money to collect votes for Democrats.  $250 a week,40EEA8AD98184CFCBECCC12F92EA266D.png,/pdf/40EEA8AD98184CFCBECCC12F92EA266D.png,1,40.5951690770337,-76.5399466082454,11/8/2022 2:49,8/29/2023 18:59,4,1,0,Pennsylvania,Schuylkill,1
724,9012,Misc.Red Flags,"Receiving multiple text messages asking leading questions to collect data.  Data points include whether I will vote or not, and for who.  This data I suspect is being used for harvest operations and or targeting.",7388043D9FB445C4B0D484BAD755DAB4.,/pdf/7388043D9FB445C4B0D484BAD755DAB4.,1,40.5892542,-76.5524621,11/8/2022 2:50,8/29/2023 18:59,4,1,0,Pennsylvania,Schuylkill,1
725,6817,Misc.Red Flags,"My neighbor and I signed up to help. I called and they said they had enough and I was not chosen. My neighbor got a phone call tonight (11/7/22) asking for her to be a judge from 5am to 8:30pm with no training. I never got a call to help out. We are voting at Copper Ridge elementary school in the Vail school district of Tucson, AZ. We feel This was a set up for failure and to disqualify these votes with a judge who had no training.",A95DAB11CD2E41FDB3CA42D92DA2571E.png,/pdf/A95DAB11CD2E41FDB3CA42D92DA2571E.png,1,31.9516575717394,-110.788170285523,11/8/2022 3:08,8/29/2023 18:59,3,1,0,Arizona,Pima,1
726,3314,Misc. Red Flags,people in Cortland are bragging about stealing ballots and stuffing boxes,Mon Nov 07 19_25_05 PST 2022.jpg,/pdf/Mon Nov 07 19_25_05 PST 2022.jpg,1,45.515232,-122.6783853,11/8/2022 3:25,8/29/2023 18:58,2,1,0,Oregon,Multnomah,1
727,9035,Mail in Ballot Issues,"Allegheny County,PA reporting error dates for mail in voting and claim people can come do a correction… scam",62ED5E7A1E8D43AE9C5DFCEAAFD3682F.,/pdf/62ED5E7A1E8D43AE9C5DFCEAAFD3682F.,1,40.4450813,-80.0087746,11/8/2022 3:28,8/29/2023 18:58,3,1,0,Pennsylvania,Westmoreland,1
728,5928,Misc.Red Flags,"White car pulls up behind us and just sits there. Driver asked what we were doing? (Twice).  Our reply, “None of your business.” He then drove off. (See attached photo)",E2E9F0D4681443C486BF0317E1123AA1.png,/pdf/E2E9F0D4681443C486BF0317E1123AA1.png,1,32.7255052572325,-114.618246741593,11/8/2022 3:45,8/29/2023 18:58,3,1,0,Arizona,Yuma,1
729,5928,Misc.Red Flags,Young lady with 1 small child was seen dropping off five (5) ballots having handed them to the young child as she took a picture of the child inserting them into the drop box.,4A53AE2E17954BE18908EE5A20C6C34C.png,/pdf/4A53AE2E17954BE18908EE5A20C6C34C.png,1,32.725507513695,-114.618291668594,11/8/2022 4:12,8/29/2023 18:57,3,1,0,Arizona,Yuma,1
730,3283,Polling Location Issues,Observed a woman acting suspiciously possibly taking more ballots out of her jacket and depositing them in the ballot box. Her back was to the camera she did some looking around make sure nobody else was around let a guy who arrived after her go in front of her she waited till he left and then acted suspicious they putting in multiple ballots it look like. This is done at the Mesa location.,8467BC7EA81043958E1DF1CBF50A9061..mp4,/pdf/8467BC7EA81043958E1DF1CBF50A9061..mp4,1,33.3810032,-111.8272349,11/8/2022 5:07,8/29/2023 18:57,2,1,0,Arizona,Maricopa,1
731,9116,Voter Suppression Issues,"https://fb.watch/gFEgg5dy4v/?mibextid=M7TnbG  Jaquita Wilson is campaigning at the Jester Annex in Williamson County, TX.  She brags about harassing voters.  You can see the text in the photos.   She is campaigning for Tiffanie  Harrisson whom is running for Round Rock Independent School District.  She also has another video saying to ""you don't vote for Beto imma punch you in your face""  See video https://m.facebook.com/story.php?story_fbid=502761695144627&id=100000412567504  This is all public on Facebook",Mon Nov 07 23_23_53 CST 2022.jpg,/pdf/Mon Nov 07 23_23_53 CST 2022.jpg,1,30.539282,-97.6601518,11/8/2022 5:33,8/29/2023 15:30,4,1,0,Texas,Williamson,1
732,9120,Mail in Ballot Issues,"My Mother was mailed two absentee ballots in St Louis County in Minnesota.  One postmarked from Duluth MN and one from Minneapolis MN.  She is a lifelong Democrat. She sent back one of the two, I'm not sure which one.  She wrote on that ballot that she had already received a ballot.  Sincerely   Al Opitz",pdf,/pdf/pdf,1,47.5299252,-92.2371208,11/8/2022 5:47,8/29/2023 15:29,2,1,0,Wisconsin,Polk,1
733,2127,Polling Location Issues,"NOT IN POLL-BOOK NO PAPER BALLOT  POLLING PLACE Facility  BRENTSVILLE DIST HIGH SCHOOL  Facility Address  12109 Aden Rd Nokesville VA, 201812340",B8B6954A491E4245917FB1542DB718B7.,/pdf/B8B6954A491E4245917FB1542DB718B7.,1,38.69156972246,-77.5689006596804,11/8/2022 11:17,8/29/2023 15:29,4,1,0,Virginia,Prince William,1
734,9188,Polling Location Issues,"Judge of Elections noticed second poll book of around 900 names, not in alphabetical order, to be used if a voter arrives with a mail in ballot.  J.o.E. remakes tha"" ""this is going to take forever to look everyone up.""",pdf,/pdf/pdf,1,41.0637905,-75.7736224,11/8/2022 11:45,8/29/2023 15:29,3,1,0,Pennsylvania,Luzerne,1
735,6301,Polling Location Issues,In Vanceboro NC they have the observers stationed to far away from the registration desk to hear what they are saying.,pdf,/pdf/pdf,1,35.3103278,-77.1602897,11/8/2022 11:51,8/29/2023 15:28,2,1,0,North Carolina,Craven,1
736,9200,Misc.Red Flags,"My husband went to vote and when he chose the candidate he was voting for it went to the challenger as if he was voting for the challenger. We were told that it was a KNOWN glitch in the system since it was updated last night. I am sorry, but what?! A known glitch and you are using those machines?! Older people are confused anyway, this is just going to give one party a leg up for those who don’t check or don’t realize what is going on!!! Kettering, Ohio (Montgomery County, Berkley RD. Solomon Pavilion.",7C6B51BBF5B74194A33B1F4A14800BEA.,/pdf/7C6B51BBF5B74194A33B1F4A14800BEA.,1,39.7100078860274,-84.1912063211203,11/8/2022 12:03,8/29/2023 15:27,4,1,0,Ohio,Montgomery,1
737,7760,Misc. Red Flags,"while in parking lot, there were no wifi signsls at all.  40 ft and into the polling place 3 wifi spots popped up.  One is of polling place but two others seem odd.",Tue Nov 08 07_10_58 EST 2022.jpg,/pdf/Tue Nov 08 07_10_58 EST 2022.jpg,1,37.472271,-77.3350624,11/8/2022 12:11,8/29/2023 15:27,3,1,0,Virginia,Henrico,1
738,6301,Polling Location Issues,never mind they just moved us closer.,pdf,/pdf/pdf,1,35.3103278,-77.1602897,11/8/2022 12:14,8/29/2023 15:27,2,1,0,North Carolina,Craven,1
739,9209,Polling Location Issues,Sharpiegate is happening again at the East Grand Rapids MI City hall voting location. they are using sharpies saying that's what the machines take. people brought objection to it. one voter said it was bleeding thru but they said the ballot isn't lined up so the machine will read it fine.,pdf,/pdf/pdf,1,42.9485185,-85.611026,11/8/2022 12:16,8/29/2023 15:26,3,1,0,Michigan,Kent,1
740,6155,Misc. Red Flags,"multiple WiFi networks in range at polk ng station for Albemarle County, Va at Mt Ed Baptist Church in Batesville,Va. Screenshot of networks attached. the bottle m network looks suspect.  Mount Ed Baptist Church 1606 Craigs Store Rd Afton, VA 22920",Tue Nov 08 07_27_22 EST 2022.jpg,/pdf/Tue Nov 08 07_27_22 EST 2022.jpg,1,37.9912925,-78.7278345,11/8/2022 12:29,8/29/2023 15:26,3,1,0,Virginia,Albemarle,1
741,9213,Polling Location Issues,The tabulation machine seems to be off-line,ADA27BDC177745AD9C0E7C9B518F2D0D.png,/pdf/ADA27BDC177745AD9C0E7C9B518F2D0D.png,1,42.4526616613907,-83.296336568892,11/8/2022 12:31,8/29/2023 15:25,2,1,0,Michigan,Oakland,1
742,9212,Mail in Ballot Issues,I believe there is some form of illegal harvesting in precinct 604 in Orange County Florida! I was verifying mail in ballots and witnesses 5 consecutive mail in ballots with a blue ink date of 3 October on the envelopes with a received date from the supervisor of elections on 3 November! The ballots were from 2 different households and 5 different signatures and different last names in black ink. I protested the find and was pretty much told the votes will count and was shut down! This is a irregular sense we could not finish the rest. I believe the staff was trying to stop me from going in front of the election board. I believe this is a bigger issue than they want too look into! There is a whistleblower investigation going on about these kinds of things! Something doesn’t pass the smell test! I was not allow to take pictures on the ballots,728F6538705245A0AAEEFBFDF0AB039F.,/pdf/728F6538705245A0AAEEFBFDF0AB039F.,1,28.4491070764061,-81.605784483254,11/8/2022 12:41,8/29/2023 15:25,4,1,0,Florida,Orange,1
743,3743,Polling Location Issues,"Madison, CT using felt tip pens.",Tue Nov 08 08_49_50 EST 2022.jpg,/pdf/Tue Nov 08 08_49_50 EST 2022.jpg,1,NULL,NULL,11/8/2022 13:51,8/29/2023 15:25,4,1,0,Connecticut,New Haven,1
744,3743,Polling Location Issues,"Madison, CT using felt tip pens.",Tue Nov 08 08_49_50 EST 2022.jpg,/pdf/Tue Nov 08 08_49_50 EST 2022.jpg,1,NULL,NULL,11/8/2022 13:53,8/29/2023 15:24,3,1,0,Connecticut,New Haven,1
745,3743,Polling Location Issues,"Madison, CT using felt tip pens.",Tue Nov 08 08_49_50 EST 2022.jpg,/pdf/Tue Nov 08 08_49_50 EST 2022.jpg,1,NULL,NULL,11/8/2022 13:53,8/29/2023 15:24,3,1,0,Connecticut,New Haven,1
746,9076,Polling Location Issues,Tabulators are not working,0465E362DB4B4794A5BABE3B755ABD38.,/pdf/0465E362DB4B4794A5BABE3B755ABD38.,1,33.3935197,-111.6178006,11/8/2022 13:59,8/29/2023 15:24,5,1,0,Arizona,Maricopa,1
747,3323,Polling Location Issues,A lot of Wi-Fi active,E158EF11CFD349DBB4F3D1FFCF2F3C9A.png,/pdf/E158EF11CFD349DBB4F3D1FFCF2F3C9A.png,1,NULL,NULL,11/8/2022 14:02,8/29/2023 15:23,3,1,0,Arizona,Maricopa,1
748,8702,Misc. Red Flags,Not sure if bringing the two voter machines out to the car is legal. I didn't get a pic of the two gentlemen bringing the machines out on a cart. I did get a picture of the voting sign for curbside voting.,Tue Nov 08 07_59_33 CST 2022.jpg,/pdf/Tue Nov 08 07_59_33 CST 2022.jpg,1,30.1697080421229,-97.8538124263287,11/8/2022 14:02,8/29/2023 15:23,3,1,0,Texas,Travis,1
749,3323,Polling Location Issues,A lot of Wi-Fi being used,793EB04991FD4CD1B918E27746D1E8FF.png,/pdf/793EB04991FD4CD1B918E27746D1E8FF.png,1,NULL,NULL,11/8/2022 14:03,8/29/2023 15:23,3,1,0,Arizona,Maricopa,1
750,9227,Polling Location Issues,"Registered Voter for 6 years in the Commonwealth of Virginia, County of Chesterfield, Precinct 319 Magnolia  Voted when polls opened at 6am and when presented my ID the poll worker told me I was not in the system. Passed my ID to the next poll worker and confirmed I was not in the system. They proceeded to tell me I would need to vote on a provisional ballot. I expressed my concern but they directed me to the provisional ballot booth. A third  poll worker came over and grabbed my ID and was able to find me in the system. I verified on her computer my name and address was correct and proceeded to vote. At the time two other voters had a similar issue.",4F6128767E2742FCBAA2BD6E51CCA4CA.png,/pdf/4F6128767E2742FCBAA2BD6E51CCA4CA.png,1,37.3962995199572,-77.7193011716008,11/8/2022 14:04,8/29/2023 15:23,2,1,0,Virginia,Chesterfield,1
751,9280,Misc. Red Flags,voting machine changed selection of candidates.   Redo was successful. happened in Johnson county early voting. Also happened in Park City in Sedgwick County in early voting. Both were prior to election day.,pdf,/pdf/pdf,1,37.7958996,-97.3174522,11/8/2022 14:04,8/29/2023 15:22,2,1,0,Kansas,Sumner,1
752,7215,Voter Suppression Issues,state Senator Pam Biedle states on her face book page that her volunteers were on the phones contacting people who have not turned in their mail in ballots,Tue Nov 08 09_04_46 EST 2022.jpg,/pdf/Tue Nov 08 09_04_46 EST 2022.jpg,1,39.1486981,-76.6123515,11/8/2022 14:05,8/29/2023 15:22,2,1,0,Maryland,Anne Arundel,1
753,6032,Polling Location Issues,polling machines not working,pdf,/pdf/pdf,1,43.0887971313278,-83.5199100896716,11/8/2022 14:08,8/29/2023 15:22,4,1,0,Michigan,Genesee,1
754,669,Polling Location Issues,Queen Creek library is not accepting balance or tabulators are down we've heard reports from people coming out that it seems to be accepting mostly women's ballots and they're asking people just to leave the balance,pdf,/pdf/pdf,1,33.2028363,-111.642224,11/8/2022 14:11,8/29/2023 15:21,3,1,0,Arizona,Maricopa,1
755,5549,Polling Location Issues,Label printer not working.  Election officials filling out voter log by hand.  Really slow process people forced to stand in long line.  Ridge view elementary school San Antonio TX 78216,586775C551394AA2BC39FE2B52195DD6.,/pdf/586775C551394AA2BC39FE2B52195DD6.,1,29.5128291655783,-98.4929714351892,11/8/2022 14:12,8/29/2023 15:21,4,1,0,Texas,Bexar,1
756,3294,Polling Location Issues,"TP-LINK Wifi a only available inside building, might be nothing.",Tue Nov 08 09_10_43 EST 2022.jpg,/pdf/Tue Nov 08 09_10_43 EST 2022.jpg,1,41.1569385168446,-80.5733814463019,11/8/2022 14:12,8/29/2023 15:20,2,1,0,Ohio,Trumbull,1
757,9245,Polling Location Issues,Machines not taking paper. Keep jamming and they have to keep rebooting the machine.,7A439252411646BDB98A2B20D943BA87.,/pdf/7A439252411646BDB98A2B20D943BA87.,1,30.0604846830196,-95.5672952905297,11/8/2022 14:14,8/29/2023 15:20,5,1,0,Texas,Harris,1
758,9287,Polling Location Issues,while outside the polling center I checked connection is showed wired connection while inside polling center it only showed wireless connection .,Tue Nov 08 09_08_39 EST 2022.jpg,/pdf/Tue Nov 08 09_08_39 EST 2022.jpg,1,41.0508002,-76.2455131,11/8/2022 14:15,8/29/2023 15:20,3,1,0,Pennsylvania,Columbia,1
759,9312,Polling Location Issues,Dominion machines are down. all across Mercer county,Tue Nov 08 09_15_21 EST 2022.jpg,/pdf/Tue Nov 08 09_15_21 EST 2022.jpg,1,40.3028533,-74.7337069,11/8/2022 14:15,8/29/2023 15:19,5,1,0,New Jersey,Mercer,1
760,9310,Polling Location Issues,I was at Journeys church in Peoria AZ.  Right off the bat they were having ballot printing issues and apparently there's supposed to be a troubleshooting person there all day and didn't show up.  They have black fine felt tip pens they give out.  But the most concerning to me is that there is a modem right next to the printers.  I complained about it and was told it's a modem but doesn't connect to internet.  It has VPN and it's just the State gets it's results. I don't feel comfortable with this answer and there were a lot of WiFi accounts accesibile during my 1 1/2 hour of being there.,20221108_061755.mp4,/pdf/20221108_061755.mp4,1,33.6737870035938,-112.253728285432,11/8/2022 14:18,8/29/2023 15:19,5,1,0,Arizona,Maricopa,1
761,9319,Vote Verification Issues,Wife was not on the list of registered voters and has voted at our location in pa for over 20 years. We have been in the same home since. As she accepted to fill out a ballet a second person had the same issue. We arrived at 7:am and this happen with less than 50 people voting,89DD4AB9FFC04E769868E02A821E00B1.,/pdf/89DD4AB9FFC04E769868E02A821E00B1.,1,40.3105893,-79.548087,11/8/2022 14:19,8/29/2023 15:17,4,1,0,Pennsylvania,Westmoreland,1
762,9310,Polling Location Issues,I am including the WiFi connection from my voting poll at Journeys church.,Tue Nov 08 07_19_48 MST 2022.jpg,/pdf/Tue Nov 08 07_19_48 MST 2022.jpg,1,33.6737881196715,-112.253727279603,11/8/2022 14:20,8/29/2023 15:17,3,1,0,Arizona,Maricopa,1
763,9336,Polling Location Issues,Poll pad display apparently requested provisional ballots for multiple voters while the paper receipt requested ordinary ballots.,Tue Nov 08 07_21_09 MST 2022.jpg,/pdf/Tue Nov 08 07_21_09 MST 2022.jpg,1,NULL,NULL,11/8/2022 14:21,8/29/2023 15:17,5,1,0,Arizona,Pinal,1
764,9326,Polling Location Issues,"While in the voting room, my phone picked up a Bluetooth signal. I'm not sure if that's something that should be happening. I'm attaching a screenshot.  Location: Freestone Recreation Center, Gilbert, AZ.",Tue Nov 08 07_19_36 MST 2022.jpg,/pdf/Tue Nov 08 07_19_36 MST 2022.jpg,1,33.3640243,-111.7665897,11/8/2022 14:21,8/29/2023 15:17,3,1,0,Arizona,Maricopa,1
765,9331,Polling Location Issues,"Unsecured internet access at the polling site which is C10, C11 in lake county Indiana in the township of crown point! I also called lake county sheriff's department's where they dispatched an officer I spoke with the officer he went inside and supposedly spoke with the director of the lake county election board. stating they need internet access to verify identification. I understand that but at the same time it was a church that I voted in had an unsecured internet access point. I am uploading a snapshot of the proof that I was connected to their unsecured internet at the polling site. My wife also took a photograph of me speaking with the officer and he did not make a report and refused to do so!",Tue Nov 08 08_22_11 CST 2022.jpg,/pdf/Tue Nov 08 08_22_11 CST 2022.jpg,1,41.4489947208744,-87.3535270616412,11/8/2022 14:25,8/29/2023 15:16,3,1,0,Indiana,Lake,1
766,9321,Polling Location Issues,"On Thursday November 3, I was told I could not take a picture of my ballot. I said that I could and I was promptly threatened with the sheriff and walked out of the building. I am 73 and this is my ballot. I then researched found injunction issued in August 2021 allowing picture of personal ballot. Federal court judge, Atlanta. I emailed suing party and it is still in effect but they said counties are ignoring the injunction. Judge sited “freedom of speech “",F4B1B49D2EC142898D2D96E60B6B6851.,/pdf/F4B1B49D2EC142898D2D96E60B6B6851.,1,32.0854596,-84.2472653,11/8/2022 14:26,8/29/2023 15:14,4,1,0,Georgia,Sumter,1
767,9313,Misc. Red Flags,machines down in Columbia heights Minnesota.  parents said they could see all the ballots people were dropping in the box. Secure? Hand count?,pdf,/pdf/pdf,1,45.0481968,-93.2474098,11/8/2022 14:27,8/29/2023 15:14,5,1,0,Minnesota,Ramsey,1
768,7884,Polling Location Issues,"Printer issues for printing paper ballots. Over an hour to wait for the technician to arrive & fix the problem.  They spoiled all of the check ins & re-issued tickets.  Voting location first southern Baptist church in Chino Valley az   1524 SR-89 Chino Valley, AZ  86323 United States",14F2B8B55AE6466581BA5537A976B15D.,/pdf/14F2B8B55AE6466581BA5537A976B15D.,1,34.7677988,-112.4538725,11/8/2022 14:27,8/29/2023 15:13,4,1,0,Arizona,Yavapai,1
